params_units,mean,std,min,count
8,0.005118741188198328,0.00333144990387816,0.0023066350258886814,53
16,0.005181864387570665,0.0021364517219102886,0.0032174885272979736,13
32,0.007837660817636384,0.004323551156764509,0.004060713108628988,9
