number,value,datetime_start,datetime_complete,duration,params_batch,params_dropout,params_lookback,params_lr,params_optimizer,params_units,user_attrs_epochs,state
0,0.002568850526586175,2026-08-06 04:38:33.804514,2026-08-06 04:38:42.866920,0 days 00:00:09.062406,8,0.15244456310664595,13,0.00014878895280773783,Adam,8,150,COMPLETE
1,0.006728354375809431,2026-08-06 04:38:42.867305,2026-08-06 04:38:44.751687,0 days 00:00:01.884382,8,0.25377445845161345,13,0.00038342730727648023,RMSprop,32,19,COMPLETE
2,0.012424089945852757,2026-08-06 04:38:44.752053,2026-08-06 04:38:50.139316,0 days 00:00:05.387263,16,0.1260751644334279,4,0.0001707156326546861,Adam,16,150,COMPLETE
3,0.0069602010771632195,2026-08-06 04:38:50.139768,2026-08-06 04:38:56.200040,0 days 00:00:06.060272,16,0.43764081267013594,13,0.00021359042502632676,Adam,8,150,COMPLETE
4,0.005443559493869543,2026-08-06 04:38:56.200416,2026-08-06 04:39:02.400835,0 days 00:00:06.200419,16,0.3964390994273119,8,0.00013893435425334149,Adam,8,150,COMPLETE
5,0.0059919352643191814,2026-08-06 04:39:02.401203,2026-08-06 04:39:05.343836,0 days 00:00:02.942633,16,0.33742819490300335,4,0.00038192306384671936,RMSprop,32,70,COMPLETE
6,0.0035739238373935223,2026-08-06 04:39:05.344221,2026-08-06 04:39:08.992261,0 days 00:00:03.648040,16,0.3928834703766979,4,0.0009693399079203351,Adam,8,93,COMPLETE
7,0.003980700857937336,2026-08-06 04:39:08.992610,2026-08-06 04:39:12.066893,0 days 00:00:03.074283,8,0.3518298719023517,4,0.0007762380773860702,Adam,32,47,COMPLETE
8,0.007153303362429142,2026-08-06 04:39:12.067268,2026-08-06 04:39:18.188700,0 days 00:00:06.121432,16,0.25280023290468245,8,0.00035006678503092943,Adam,16,145,COMPLETE
9,0.004650402814149857,2026-08-06 04:39:18.189496,2026-08-06 04:39:23.491578,0 days 00:00:05.302082,16,0.2667476099476648,8,0.00020994364229925914,Adam,16,124,COMPLETE
10,0.01052448246628046,2026-08-06 04:39:23.491946,2026-08-06 04:39:32.245148,0 days 00:00:08.753202,8,0.11665166059803148,13,0.00010871612093441859,RMSprop,8,150,COMPLETE
11,0.003100607544183731,2026-08-06 04:39:32.245515,2026-08-06 04:39:35.796668,0 days 00:00:03.551153,8,0.18008357044910234,4,0.0009931022505509882,Adam,8,47,COMPLETE
12,0.004798226989805698,2026-08-06 04:39:35.797057,2026-08-06 04:39:39.416112,0 days 00:00:03.619055,8,0.17709046129276104,13,0.0005671738593433027,Adam,8,52,COMPLETE
13,0.004346628673374653,2026-08-06 04:39:39.416494,2026-08-06 04:39:43.801071,0 days 00:00:04.384577,8,0.19326078692857082,4,0.0005485205397528232,Adam,8,78,COMPLETE
14,0.0035762800835072994,2026-08-06 04:39:43.801637,2026-08-06 04:39:47.868670,0 days 00:00:04.067033,8,0.18651346681484082,13,0.0002581382716793145,RMSprop,8,63,COMPLETE
15,0.007955153472721577,2026-08-06 04:39:47.869035,2026-08-06 04:39:55.397908,0 days 00:00:07.528873,8,0.1540093973458768,4,0.00011059456668795163,Adam,8,150,COMPLETE
16,0.005304194521158934,2026-08-06 04:39:55.398272,2026-08-06 04:40:01.568041,0 days 00:00:06.169769,8,0.22752765443774384,13,0.0005643655269688059,Adam,8,101,COMPLETE
17,0.006818992551416159,2026-08-06 04:40:01.568446,2026-08-06 04:40:06.776229,0 days 00:00:05.207783,8,0.10917530084485741,4,0.00026423815063194634,Adam,8,97,COMPLETE
18,0.0056022172793745995,2026-08-06 04:40:06.776591,2026-08-06 04:40:10.494508,0 days 00:00:03.717917,8,0.3065444854445355,13,0.0001435649132948734,RMSprop,32,52,COMPLETE
