lr_bin,mean,std,min,count
1e-4-3e-4,0.006605897098779678,0.0043254750233742085,0.0024600198958069086,37
3e-4-6e-4,0.003998555510339362,0.0011742008133664539,0.0023066350258886814,27
6e-4-1e-3,0.0051652069034224205,0.0015131214702813547,0.0037877345457673073,11
