params_lookback,mean,std,min,count
4,0.04508088318398222,0.05409943075258406,0.007199778687208891,40
8,0.058909218603124223,0.07285818457300697,0.00888037122786045,18
13,0.05008747245130293,0.06083652049654729,0.007364434655755758,17
