params_units,mean,std,min,count
8,0.05243094189144257,0.07407880984376926,0.004858024884015322,36
16,0.025278607311730202,0.014644043616485474,0.009445189498364925,13
32,0.029997137339355853,0.04885885211603552,0.007328669540584087,26
