params_units,mean,std,min,count
8,0.024686742826209713,0.03416442469970176,0.003549918532371521,48
16,0.021761567135782617,0.017057504203904506,0.007553694769740105,19
32,0.021956612821668386,0.013180306819706533,0.011571058072149754,8
