dropout_bin,mean,std,min,count
0.10-0.20,0.010768914679912004,0.00446896582549286,0.006195739842951298,11
0.20-0.30,0.011348894253994027,0.005016745098962806,0.004813720937818289,18
0.30-0.40,0.020127101577818395,0.05609651773557567,0.004252986051142216,25
0.40-0.50,0.007565550151325408,0.002707177145946234,0.004149124026298523,21
