params_units,mean,std,min,count
8,0.04951528133824468,0.05564788687505541,0.005727171432226896,26
16,0.041609933804266336,0.03781587871854777,0.006030482240021229,41
32,0.0490385009907186,0.03194629380838049,0.01731959357857704,8
