dropout_bin,mean,std,min,count
0.10-0.20,0.0194289352123936,0.008542349147635906,0.008426021784543991,6
0.20-0.30,0.021505404814061792,0.02542664218933476,0.007475823163986206,11
0.30-0.40,0.021496470202691853,0.02017288005557383,0.00544692063704133,32
0.40-0.50,0.01697767239350539,0.02378033003290991,0.004276906605809927,26
