dropout_bin,mean,std,min,count
0.10-0.20,0.005586998304352164,0.0005838141326874133,0.005259252618998289,4
0.20-0.30,0.007683098956476897,0.005761740426175744,0.0039443811401724815,8
0.30-0.40,0.004067288308472532,0.0015893695373867596,0.0018308945000171661,41
0.40-0.50,0.004878867946734483,0.0042738762941858304,0.0017897377256304026,22
