dropout_bin,mean,std,min,count
0.10-0.20,0.12336435448378325,0.1940100897596553,0.018854668363928795,4
0.20-0.30,0.01560669837312566,0.007964842597531871,0.008241318166255951,9
0.30-0.40,0.02298738943812038,0.03392183000415663,0.004419584292918444,42
0.40-0.50,0.026928347512148322,0.04820604417478421,0.004910745657980442,20
