dropout_bin,mean,std,min,count
0.10-0.20,0.03017994179390371,0.018340801168834138,0.0069023557007312775,8
0.20-0.30,0.018007304105493758,0.00738608530771954,0.010521742515265942,9
0.30-0.40,0.013090727729317934,0.008755791695490041,0.004888078197836876,23
0.40-0.50,0.007490567357412406,0.0028093097032217,0.0040360488928854465,35
