params_lookback,mean,std,min,count
4,0.004028262145926847,0.0007813016725830728,0.002896234393119812,17
8,0.005677582391609366,0.003291132933193502,0.0026554532814770937,26
13,0.004381892671517562,0.0016254932439231588,0.002365747233852744,32
