dropout_bin,mean,std,min,count
0.10-0.20,0.05626621899696497,0.04643670458026465,0.007542405277490616,13
0.20-0.30,0.04566978926167769,0.04508050093702944,0.006207326427102089,34
0.30-0.40,0.049367033100376524,0.05740677898332086,0.005157558247447014,24
0.40-0.50,0.039995848666876554,0.02556273772416806,0.017388829961419106,4
