lr_bin,mean,std,min,count
1e-4-3e-4,0.015765126096084714,0.00954028237757873,0.004722988698631525,26
3e-4-6e-4,0.009752609558275034,0.004803050596397569,0.004959984682500362,29
6e-4-1e-3,0.010269754170440137,0.006625511755153448,0.004185609519481659,20
