params_units,mean,std,min,count
8,0.010930577832225122,0.00888000110162968,0.004412179812788963,38
16,0.013205490419986072,0.009847306948803942,0.004748823121190071,27
32,0.014133765315636992,0.008310007238103694,0.006159227807074785,10
