dropout_bin,mean,std,min,count
0.10-0.20,0.015539287522967373,0.008072091178970151,0.007551539223641157,7
0.20-0.30,0.02479604092825736,0.019822311026793445,0.007007814943790436,14
0.30-0.40,0.028628819416660595,0.0573963555252927,0.004406978841871023,34
0.40-0.50,0.016235471097752453,0.011940240758481518,0.006152890156954527,20
