lr_bin,mean,std,min,count
1e-4-3e-4,0.03980744827319594,0.03390833050182917,0.006628686562180519,17
3e-4-6e-4,0.01964287504391826,0.019851715073143785,0.006312668789178133,23
6e-4-1e-3,0.015637893775211912,0.014559569688466634,0.005022379104048014,35
