params_units,mean,std,min,count
8,0.0119210635829303,0.005560450794612895,0.007230039685964584,9
16,0.011198876763456593,0.00706688765917254,0.004185609519481659,51
32,0.014645450127621492,0.010170635298141642,0.0049906764179468155,15
