params_lookback,mean,std,min,count
4,0.003917887584644963,0.0011039562452317933,0.0024160421453416348,22
8,0.004699666455218738,0.0012023390929379913,0.0029860148206353188,11
13,0.005238496249408594,0.004259296184646797,0.0017897377256304026,42
