params_lookback,mean,std,min,count
4,0.013911468935582568,0.010327459236339015,0.006554722785949707,17
8,0.023200621362775564,0.013112034011793705,0.00956902839243412,8
13,0.014572310987859964,0.02330698364132765,0.004112303722649813,50
