params_units,mean,std,min,count
8,0.005978745133192701,0.005280130072983595,0.0021762887481600046,55
16,0.0063777622223521275,0.005014335076479696,0.003248486900702119,12
32,0.007351668318733573,0.004462284149744324,0.0035503613762557507,8
