lr_bin,mean,std,min,count
1e-4-3e-4,0.01383709740669777,0.011303554152881033,0.005763453431427479,12
3e-4-6e-4,0.010838166112080216,0.006860829643666909,0.004108574707061052,50
6e-4-1e-3,0.009863010249458827,0.004428216644511972,0.006203640718013048,13
