params_lookback,mean,std,min,count
4,0.014446421153843403,0.003747501021868126,0.008813357912003994,10
8,0.026942296461625534,0.026094501879574947,0.009177403524518013,11
13,0.02187122364045569,0.028799352859976073,0.004608749412000179,54
