params_units,mean,std,min,count
8,0.007473580280525817,0.005235331183765948,0.0036498182453215122,9
16,0.005751402455974709,0.002461121710803618,0.0031758665572851896,22
32,0.004734084544576366,0.002714078372338163,0.0021105939522385597,44
