dropout_bin,mean,std,min,count
0.10-0.20,0.06607432386261367,0.08120171409684603,0.006556110922247171,21
0.20-0.30,0.04849747887864295,0.06168788879305591,0.004518098663538694,36
0.30-0.40,0.04944099473456542,0.042648467745070744,0.012249498628079891,15
0.40-0.50,0.054384360710779824,0.013573845271298464,0.0399995818734169,3
