dropout_bin,mean,std,min,count
0.10-0.20,0.0169176472350955,0.014578967110157577,0.008684334345161915,5
0.20-0.30,0.01141413270185391,0.00588094557364305,0.0058052195236086845,9
0.30-0.40,0.010237273185824354,0.005309242725706283,0.004502083174884319,30
0.40-0.50,0.007644893391238105,0.002979398026776602,0.004581601824611425,31
