params_units,mean,std,min,count
8,0.029590976424515247,0.03809917922710102,0.011698166839778423,9
16,0.015533962022714518,0.009982201818915156,0.005043079610913992,37
32,0.01676745372342652,0.013837049358054644,0.005766211077570915,29
