dropout_bin,mean,std,min,count
0.10-0.20,0.013854556328927478,0.006547229002850986,0.004748823121190071,12
0.20-0.30,0.021177940174109407,0.015121850039657386,0.00908722821623087,9
0.30-0.40,0.009891461437711349,0.0038623114625414654,0.005476380232721567,26
0.40-0.50,0.01068620418664068,0.009720950195292531,0.004412179812788963,28
