params_units,mean,std,min,count
8,0.03909213030162979,0.046833164761629624,0.004376594442874193,34
16,0.05194250627931568,0.08224888110234486,0.007181582041084766,31
32,0.05901390751823783,0.05932846307744706,0.009348650462925434,10
