params_lookback,mean,std,min,count
4,0.02030972298234701,0.011564213653583658,0.00819325726479292,9
8,0.05173211833462119,0.051820299254974486,0.009132198058068752,10
13,0.025675827138391987,0.062069084622924174,0.004419584292918444,56
