params_units,mean,std,min,count
8,0.04279313122176311,0.05105065301468031,0.004874612204730511,33
16,0.022337442929191247,0.010648039020014956,0.011635085567831993,7
32,0.040103038639894555,0.0653319587632678,0.008942716754972935,35
