number,value,datetime_start,datetime_complete,duration,params_batch,params_dropout,params_lookback,params_lr,params_optimizer,params_units,user_attrs_epochs,state
0,0.03274771198630333,2026-08-05 22:26:05.154209,2026-08-05 22:26:06.270309,0 days 00:00:01.116100,16,0.15554739076322027,4,0.0006563887220881801,RMSprop,16,17,COMPLETE
1,0.10146081447601318,2026-08-05 22:26:06.270697,2026-08-05 22:26:08.111174,0 days 00:00:01.840477,8,0.1429944650931073,4,0.00018283069359496443,RMSprop,32,33,COMPLETE
2,0.040275588631629944,2026-08-05 22:26:08.111576,2026-08-05 22:26:09.488989,0 days 00:00:01.377413,16,0.4384555184737591,13,0.0002426691218171668,Adam,32,19,COMPLETE
3,0.029125360772013664,2026-08-05 22:26:09.489342,2026-08-05 22:26:11.145973,0 days 00:00:01.656631,16,0.3404816486280646,4,0.00020277298562830322,Adam,8,37,COMPLETE
4,0.03674852475523949,2026-08-05 22:26:11.146408,2026-08-05 22:26:12.342000,0 days 00:00:01.195592,16,0.18347503931684134,13,0.0006755075503078845,RMSprop,32,16,COMPLETE
5,0.010207896120846272,2026-08-05 22:26:12.342368,2026-08-05 22:26:15.940850,0 days 00:00:03.598482,8,0.16234752105590747,8,0.0001281764826226429,RMSprop,32,84,COMPLETE
6,0.031191270798444748,2026-08-05 22:26:15.941230,2026-08-05 22:26:17.135640,0 days 00:00:01.194410,16,0.41423315353027196,13,0.00015964791066397138,RMSprop,32,16,COMPLETE
7,0.11261036992073059,2026-08-05 22:26:17.136018,2026-08-05 22:26:21.665191,0 days 00:00:04.529173,16,0.3816747475333204,8,0.000467751604827536,RMSprop,8,140,COMPLETE
8,0.2840324938297272,2026-08-05 22:26:21.665544,2026-08-05 22:26:24.754248,0 days 00:00:03.088704,8,0.28893075789525907,13,0.00019915541998049327,Adam,32,46,COMPLETE
9,0.04425787553191185,2026-08-05 22:26:24.754629,2026-08-05 22:26:29.612410,0 days 00:00:04.857781,16,0.24550682602555776,13,0.0005481279027400247,Adam,16,121,COMPLETE
10,0.008273635059595108,2026-08-05 22:26:29.612808,2026-08-05 22:26:35.265256,0 days 00:00:05.652448,8,0.2224207169551236,8,0.00010863070895819453,RMSprop,8,150,COMPLETE
11,0.0337296724319458,2026-08-05 22:26:35.265627,2026-08-05 22:26:38.614651,0 days 00:00:03.349024,8,0.22423286606014514,8,0.00010942291955539836,RMSprop,8,82,COMPLETE
