params_units,mean,std,min,count
8,0.023090291529803013,0.02372543461841046,0.00607971241697669,41
16,0.03727730950340628,0.03828923491421248,0.013299308717250824,10
32,0.030350755880742025,0.02336773429369894,0.005941764917224646,24
