number,value,datetime_start,datetime_complete,duration,params_batch,params_dropout,params_lookback,params_lr,params_optimizer,params_units,user_attrs_epochs,state
0,0.02845161408185959,2026-08-05 22:41:07.098388,2026-08-05 22:41:09.140988,0 days 00:00:02.042600,8,0.17603783780094817,4,0.00014279799644441402,Adam,16,38,COMPLETE
1,0.25127336382865906,2026-08-05 22:41:09.141353,2026-08-05 22:41:14.811728,0 days 00:00:05.670375,8,0.15656594617369196,13,0.0008943727881055774,Adam,16,98,COMPLETE
2,0.007364434655755758,2026-08-05 22:41:14.812088,2026-08-05 22:41:22.552988,0 days 00:00:07.740900,8,0.1043298341070645,13,0.0007987980648018101,Adam,8,140,COMPLETE
3,0.10277888178825378,2026-08-05 22:41:22.553376,2026-08-05 22:41:25.893550,0 days 00:00:03.340174,8,0.20481558927907478,4,0.00012910964983071054,RMSprop,16,80,COMPLETE
4,0.011406254023313522,2026-08-05 22:41:25.893930,2026-08-05 22:41:29.736235,0 days 00:00:03.842305,16,0.18729725573624054,4,0.0005731885668472757,RMSprop,16,130,COMPLETE
5,0.05370728671550751,2026-08-05 22:41:29.736630,2026-08-05 22:41:32.407038,0 days 00:00:02.670408,8,0.15025901131852762,13,0.00010658084224728126,Adam,8,40,COMPLETE
6,0.030129140242934227,2026-08-05 22:41:32.407398,2026-08-05 22:41:34.149004,0 days 00:00:01.741606,8,0.39297773280510095,4,0.00029791282794665666,Adam,16,28,COMPLETE
7,0.007651167921721935,2026-08-05 22:41:34.149355,2026-08-05 22:41:39.584177,0 days 00:00:05.434822,8,0.28474497914415103,4,0.0002489530332895251,RMSprop,8,142,COMPLETE
8,0.1616814136505127,2026-08-05 22:41:39.584546,2026-08-05 22:41:41.676998,0 days 00:00:02.092452,8,0.1297328281465539,4,0.00028830623034791734,Adam,16,39,COMPLETE
9,0.009158093482255936,2026-08-05 22:41:41.677352,2026-08-05 22:41:43.057850,0 days 00:00:01.380498,16,0.26121994522556347,4,0.0006972764277699723,Adam,8,25,COMPLETE
10,0.01787743717432022,2026-08-05 22:41:43.058209,2026-08-05 22:41:44.186452,0 days 00:00:01.128243,16,0.4419436680633344,8,0.00048149254254505416,RMSprop,32,17,COMPLETE
11,0.11213257908821106,2026-08-05 22:41:44.186838,2026-08-05 22:41:45.835914,0 days 00:00:01.649076,8,0.30932906854025427,13,0.00021585737074516313,RMSprop,8,21,COMPLETE
12,0.01032581552863121,2026-08-05 22:41:45.836296,2026-08-05 22:41:50.364064,0 days 00:00:04.527768,8,0.30302864663544116,8,0.00044082355285954386,RMSprop,8,118,COMPLETE
13,0.015743695199489594,2026-08-05 22:41:50.364428,2026-08-05 22:41:53.330526,0 days 00:00:02.966098,8,0.24462721837549486,13,0.00021314939866365522,RMSprop,8,49,COMPLETE
14,0.04284054413437843,2026-08-05 22:41:53.330883,2026-08-05 22:41:55.244603,0 days 00:00:01.913720,16,0.3625003330145088,13,0.0009770874270318987,Adam,32,34,COMPLETE
15,0.014794106595218182,2026-08-05 22:41:55.244983,2026-08-05 22:42:00.744856,0 days 00:00:05.499873,8,0.10831017743803409,8,0.0003828743533238502,RMSprop,8,148,COMPLETE
16,0.02203594520688057,2026-08-05 22:42:00.745213,2026-08-05 22:42:05.609258,0 days 00:00:04.864045,8,0.2318247981221035,13,0.0002053305142804109,RMSprop,8,89,COMPLETE
17,0.02702951245009899,2026-08-05 22:42:05.609632,2026-08-05 22:42:08.702567,0 days 00:00:03.092935,8,0.3159296295120065,13,0.0006735571509074162,Adam,8,48,COMPLETE
18,0.04326050728559494,2026-08-05 22:42:08.702945,2026-08-05 22:42:10.437796,0 days 00:00:01.734851,16,0.3836437264567153,4,0.0003548873926367155,RMSprop,32,43,COMPLETE
19,0.05036641284823418,2026-08-05 22:42:10.438168,2026-08-05 22:42:16.086244,0 days 00:00:05.648076,8,0.34046852356264634,8,0.00016648932267104572,Adam,8,150,COMPLETE
20,0.012165084481239319,2026-08-05 22:42:16.086653,2026-08-05 22:42:23.886158,0 days 00:00:07.799505,8,0.21753260991208406,13,0.00023317394971264548,RMSprop,8,150,COMPLETE
21,0.03176357224583626,2026-08-05 22:42:23.886527,2026-08-05 22:42:27.395636,0 days 00:00:03.509109,16,0.24900961302643765,4,0.0007552615441126218,Adam,8,112,COMPLETE
22,0.0190773606300354,2026-08-05 22:42:27.395992,2026-08-05 22:42:30.898523,0 days 00:00:03.502531,16,0.2780081872455218,4,0.0005842833154571664,Adam,8,113,COMPLETE
23,0.010678962804377079,2026-08-05 22:42:30.898915,2026-08-05 22:42:33.516799,0 days 00:00:02.617884,16,0.2738731678429917,4,0.0007165782171095025,Adam,8,76,COMPLETE
24,0.2535386085510254,2026-08-05 22:42:33.517187,2026-08-05 22:42:34.656919,0 days 00:00:01.139732,16,0.2711127943673231,4,0.0005192433351218227,Adam,8,16,COMPLETE
25,0.01287142839282751,2026-08-05 22:42:34.657270,2026-08-05 22:42:36.330581,0 days 00:00:01.673311,16,0.10420982888137457,4,0.0008121205947137468,Adam,32,36,COMPLETE
26,0.016566231846809387,2026-08-05 22:42:36.330953,2026-08-05 22:42:40.813353,0 days 00:00:04.482400,16,0.44878898672203216,4,0.0002612274241327033,Adam,8,150,COMPLETE
27,0.0258445143699646,2026-08-05 22:42:40.813739,2026-08-05 22:42:45.160718,0 days 00:00:04.346979,8,0.3392589258334532,4,0.0003981960765843151,Adam,8,106,COMPLETE
28,0.08848441392183304,2026-08-05 22:42:45.161104,2026-08-05 22:42:49.814442,0 days 00:00:04.653338,16,0.1964334422925877,8,0.000629037022250177,RMSprop,8,150,COMPLETE
29,0.06755059212446213,2026-08-05 22:42:49.814799,2026-08-05 22:42:54.100491,0 days 00:00:04.285692,8,0.1659424988051313,13,0.00015025821536526342,Adam,32,68,COMPLETE
30,0.01392572931945324,2026-08-05 22:42:54.100921,2026-08-05 22:42:59.886740,0 days 00:00:05.785819,8,0.13376999507650322,4,0.00017824758312101618,Adam,8,150,COMPLETE
31,0.07804451137781143,2026-08-05 22:42:59.887135,2026-08-05 22:43:00.991189,0 days 00:00:01.104054,8,0.29993392243918404,8,0.0004984591004196962,RMSprop,8,16,COMPLETE
32,0.13813230395317078,2026-08-05 22:43:00.991578,2026-08-05 22:43:02.089872,0 days 00:00:01.098294,8,0.28971029704455453,8,0.0004469353669940844,RMSprop,8,16,COMPLETE
