dropout_bin,mean,std,min,count
0.10-0.20,0.05431828385388309,0.10831131846652535,0.011400625109672546,11
0.20-0.30,0.042098223830440214,0.044060651789203466,0.010986975394189358,14
0.30-0.40,0.03673212274831409,0.04615373123225552,0.005583589430898428,24
0.40-0.50,0.034757483893862136,0.03837078939418402,0.004874612204730511,26
