params_lookback,mean,std,min,count
4,0.008973341761156916,0.008042301194427203,0.0035029149148613214,10
8,0.00674676924245432,0.003730497359033782,0.003445134963840246,8
13,0.005523313572140117,0.004282285944663847,0.002298192586749792,57
