params_units,mean,std,min,count
8,0.004700839196542098,0.0034545289248847635,0.0026843599043786526,31
16,0.0045203228261979185,0.0017342724573944958,0.0027035989332944155,34
32,0.0064903219463303685,0.003695505058316923,0.003541516372933984,10
