params_lookback,mean,std,min,count
4,0.015589042773677243,0.0040766307960966265,0.00893683172762394,9
8,0.011410473028949479,0.011677296358972022,0.004698716104030609,57
13,0.015759640373289585,0.01393768347160436,0.006353568751364946,9
