dropout_bin,mean,std,min,count
0.10-0.20,0.010411662315683705,0.003249594051722852,0.006608924828469753,7
0.20-0.30,0.01260487533484896,0.00813223820268886,0.006502533331513405,9
0.30-0.40,0.011655481256268642,0.00974736710594056,0.005351703148335218,27
0.40-0.50,0.010168762804823928,0.006679151890318456,0.004939728882163763,32
