dropout_bin,mean,std,min,count
0.10-0.20,0.021009967144992616,0.013842548025914841,0.008517120033502579,9
0.20-0.30,0.013944679079577327,0.008301100017702163,0.005766211077570915,20
0.30-0.40,0.026145072446929082,0.030265692352297306,0.008489079773426056,18
0.40-0.50,0.013883462524972856,0.007565272631755505,0.005043079610913992,28
