number,value,datetime_start,datetime_complete,duration,params_batch,params_dropout,params_lookback,params_lr,params_optimizer,params_units,user_attrs_epochs,state
0,0.012002047151327133,2026-08-06 02:06:54.521735,2026-08-06 02:06:56.991042,0 days 00:00:02.469307,16,0.4167150495888858,4,0.0007990734705490791,RMSprop,16,56,COMPLETE
1,0.006088432390242815,2026-08-06 02:06:56.991451,2026-08-06 02:07:02.879783,0 days 00:00:05.888332,16,0.3998627920573259,13,0.0006417588042603231,Adam,8,133,COMPLETE
2,0.013495100662112236,2026-08-06 02:07:02.880232,2026-08-06 02:07:09.629812,0 days 00:00:06.749580,8,0.2055126222469155,13,0.00035806275203126444,RMSprop,8,98,COMPLETE
3,0.019825434312224388,2026-08-06 02:07:09.630332,2026-08-06 02:07:14.800748,0 days 00:00:05.170416,16,0.33403625312203195,8,0.0001131370290231993,Adam,32,150,COMPLETE
4,0.06344380974769592,2026-08-06 02:07:14.801124,2026-08-06 02:07:18.077841,0 days 00:00:03.276717,8,0.29944842008217526,13,0.00010157262999245855,Adam,16,38,COMPLETE
5,0.0448160320520401,2026-08-06 02:07:18.078212,2026-08-06 02:07:23.060629,0 days 00:00:04.982417,16,0.43796276649638566,8,0.0001631490846346466,RMSprop,16,150,COMPLETE
6,0.014289116486907005,2026-08-06 02:07:23.061130,2026-08-06 02:07:27.828716,0 days 00:00:04.767586,16,0.2805746244199055,8,0.00045574576254656427,Adam,32,116,COMPLETE
7,0.158758282661438,2026-08-06 02:07:27.829141,2026-08-06 02:07:29.976460,0 days 00:00:02.147319,8,0.12961376782801637,13,0.00035542496860152686,RMSprop,16,22,COMPLETE
8,0.02616857923567295,2026-08-06 02:07:29.976822,2026-08-06 02:07:37.085111,0 days 00:00:07.108289,8,0.3588717620636977,4,0.00010527188933583749,Adam,8,150,COMPLETE
9,0.014170138165354729,2026-08-06 02:07:37.085524,2026-08-06 02:07:44.264078,0 days 00:00:07.178554,8,0.32940997002285394,4,0.0003401933812593263,Adam,8,150,COMPLETE
10,0.014068330638110638,2026-08-06 02:07:44.264463,2026-08-06 02:07:48.545156,0 days 00:00:04.280693,16,0.21279027315640797,13,0.0009603170084409318,Adam,8,86,COMPLETE
11,0.00813635066151619,2026-08-06 02:07:48.545735,2026-08-06 02:07:52.244366,0 days 00:00:03.698631,16,0.44670953717223405,4,0.0007781948730566367,RMSprop,16,101,COMPLETE
12,0.007209984119981527,2026-08-06 02:07:52.244738,2026-08-06 02:07:55.041807,0 days 00:00:02.797069,16,0.3854368101763299,4,0.0006190401483408518,RMSprop,16,69,COMPLETE
13,0.009633230045437813,2026-08-06 02:07:55.042181,2026-08-06 02:07:58.217559,0 days 00:00:03.175378,16,0.3904605904272642,4,0.0005647005425146316,RMSprop,8,84,COMPLETE
14,0.010847612284123898,2026-08-06 02:07:58.217937,2026-08-06 02:08:04.538033,0 days 00:00:06.320096,16,0.37489346379734967,13,0.0005427294181712665,Adam,32,129,COMPLETE
15,0.00970444269478321,2026-08-06 02:08:04.538390,2026-08-06 02:08:08.766974,0 days 00:00:04.228584,16,0.23567302550091646,4,0.00024505403530888654,RMSprop,16,124,COMPLETE
16,0.016734251752495766,2026-08-06 02:08:08.767385,2026-08-06 02:08:12.479931,0 days 00:00:03.712546,16,0.40663033889389777,13,0.0006490043318829135,Adam,8,72,COMPLETE
