params_lookback,mean,std,min,count
4,0.056219382832447685,0.057171697035995464,0.01342548243701458,9
8,0.048620919092443954,0.061951269858122174,0.004518098663538694,57
13,0.08454124557061328,0.07432773823563385,0.015119805000722408,9
