params_lookback,mean,std,min,count
4,0.005262527252650923,0.0006360604778837795,0.004583518486469984,9
8,0.00597032499499619,0.002239507733610403,0.0034549650736153126,10
13,0.005302028023704354,0.002416654153840785,0.002044809516519308,56
