number,value,datetime_start,datetime_complete,duration,params_batch,params_dropout,params_lookback,params_lr,params_optimizer,params_units,user_attrs_epochs,state
0,0.008301477879285812,2026-08-05 23:52:09.671188,2026-08-05 23:52:13.983946,0 days 00:00:04.312758,8,0.2232965864488006,8,0.00029509309638423074,RMSprop,32,80,COMPLETE
1,0.011837156489491463,2026-08-05 23:52:13.984339,2026-08-05 23:52:16.489562,0 days 00:00:02.505223,8,0.24381716567932463,8,0.0002708384528310692,Adam,32,37,COMPLETE
2,0.019605163484811783,2026-08-05 23:52:16.489936,2026-08-05 23:52:18.804709,0 days 00:00:02.314773,8,0.38705739497122316,4,0.00018087030409480936,RMSprop,8,53,COMPLETE
3,0.032049745321273804,2026-08-05 23:52:18.805102,2026-08-05 23:52:20.105382,0 days 00:00:01.300280,16,0.3440645392089102,4,0.0004354998846149118,RMSprop,32,27,COMPLETE
4,0.014117351733148098,2026-08-05 23:52:20.105748,2026-08-05 23:52:21.540034,0 days 00:00:01.434286,8,0.26700664534394913,4,0.0004048245357781333,Adam,32,21,COMPLETE
5,0.015129893086850643,2026-08-05 23:52:21.540400,2026-08-05 23:52:24.638205,0 days 00:00:03.097805,16,0.1738439498480189,13,0.00041595842396229384,RMSprop,32,67,COMPLETE
6,0.02912859059870243,2026-08-05 23:52:24.638584,2026-08-05 23:52:25.827778,0 days 00:00:01.189194,16,0.2276651632935896,4,0.0005058904636760213,Adam,16,19,COMPLETE
7,0.0049500796012580395,2026-08-05 23:52:25.828152,2026-08-05 23:52:28.431733,0 days 00:00:02.603581,16,0.33701683652522674,13,0.0009262534992492432,RMSprop,32,51,COMPLETE
8,0.012487800791859627,2026-08-05 23:52:28.432111,2026-08-05 23:52:31.991935,0 days 00:00:03.559824,8,0.24923187405514183,4,0.00035506517194687005,RMSprop,8,92,COMPLETE
9,0.007116391323506832,2026-08-05 23:52:31.992295,2026-08-05 23:52:34.867801,0 days 00:00:02.875506,16,0.13289871509397527,8,0.00034608659596474674,RMSprop,16,76,COMPLETE
10,0.027994640171527863,2026-08-05 23:52:34.868152,2026-08-05 23:52:39.413987,0 days 00:00:04.545835,16,0.4431806509700006,13,0.000999806133661936,Adam,8,105,COMPLETE
11,0.005430224351584911,2026-08-05 23:52:39.414576,2026-08-05 23:52:42.101828,0 days 00:00:02.687252,16,0.14647125693041005,8,0.000845095221378218,RMSprop,16,68,COMPLETE
12,0.005554812960326672,2026-08-05 23:52:42.102222,2026-08-05 23:52:44.922561,0 days 00:00:02.820339,16,0.3352459667709963,13,0.0009947366175328386,RMSprop,16,61,COMPLETE
13,0.009173714555799961,2026-08-05 23:52:44.922911,2026-08-05 23:52:46.939823,0 days 00:00:02.016912,16,0.11326772973909234,13,0.0006911430067590034,RMSprop,16,38,COMPLETE
14,0.008026824332773685,2026-08-05 23:52:46.940187,2026-08-05 23:52:49.926204,0 days 00:00:02.986017,16,0.32003388420477674,8,0.0006514654567783034,RMSprop,16,80,COMPLETE
15,0.007095817942172289,2026-08-05 23:52:49.926688,2026-08-05 23:52:51.635518,0 days 00:00:01.708830,16,0.18347481578920263,13,0.0007341770449349217,RMSprop,32,27,COMPLETE
16,0.043201468884944916,2026-08-05 23:52:51.635927,2026-08-05 23:52:54.764731,0 days 00:00:03.128804,16,0.2953490469813689,8,0.00016054027816156854,RMSprop,16,87,COMPLETE
17,0.05490826815366745,2026-08-05 23:52:54.765098,2026-08-05 23:52:58.788156,0 days 00:00:04.023058,16,0.3901773819417031,8,0.00010334296123604779,RMSprop,32,111,COMPLETE
18,0.007020637858659029,2026-08-05 23:52:58.788533,2026-08-05 23:53:03.413280,0 days 00:00:04.624747,16,0.1910354172670902,13,0.0005550910492615082,Adam,16,106,COMPLETE
19,0.00626305490732193,2026-08-05 23:53:03.413689,2026-08-05 23:53:06.158292,0 days 00:00:02.744603,16,0.37954302026118847,8,0.0008915059169550968,RMSprop,8,73,COMPLETE
20,0.0197168979793787,2026-08-05 23:53:06.158651,2026-08-05 23:53:07.636510,0 days 00:00:01.477859,16,0.14806788463381632,13,0.00022541360596280952,RMSprop,32,20,COMPLETE
21,0.009254064410924911,2026-08-05 23:53:07.636882,2026-08-05 23:53:10.496586,0 days 00:00:02.859704,16,0.34154305085891323,13,0.0008355314530442234,RMSprop,16,61,COMPLETE
22,0.008725006133317947,2026-08-05 23:53:10.496948,2026-08-05 23:53:12.864126,0 days 00:00:02.367178,16,0.30523719738166843,13,0.0009751760778788884,RMSprop,16,48,COMPLETE
23,0.015651525929570198,2026-08-05 23:53:12.864480,2026-08-05 23:53:16.667525,0 days 00:00:03.803045,16,0.42818045148872086,13,0.0006016397698465107,RMSprop,16,90,COMPLETE
24,0.02362096682190895,2026-08-05 23:53:16.667900,2026-08-05 23:53:18.211874,0 days 00:00:01.543974,16,0.3544117411048115,13,0.0007749151451886837,RMSprop,16,24,COMPLETE
25,0.01943577080965042,2026-08-05 23:53:18.212278,2026-08-05 23:53:21.226666,0 days 00:00:03.014388,16,0.27933511510508,13,0.0008007477963637901,RMSprop,16,66,COMPLETE
26,0.007422052789479494,2026-08-05 23:53:21.227047,2026-08-05 23:53:28.635777,0 days 00:00:07.408730,8,0.3219659971591148,8,0.0005230178982088681,Adam,16,150,COMPLETE
27,0.008035850711166859,2026-08-05 23:53:28.636153,2026-08-05 23:53:31.650978,0 days 00:00:03.014825,16,0.35734585872495256,13,0.0009841992956331064,RMSprop,16,66,COMPLETE
28,0.005297183059155941,2026-08-05 23:53:31.651350,2026-08-05 23:53:35.770278,0 days 00:00:04.118928,16,0.40072731946060847,13,0.0006366255650181604,RMSprop,8,101,COMPLETE
29,0.005615844391286373,2026-08-05 23:53:35.770633,2026-08-05 23:53:42.715723,0 days 00:00:06.945090,8,0.41417956600253525,8,0.0006386560389615338,RMSprop,8,145,COMPLETE
30,0.0054677752777934074,2026-08-05 23:53:42.716073,2026-08-05 23:53:45.897000,0 days 00:00:03.180927,16,0.40714728577024234,8,0.0004937459191265819,RMSprop,8,87,COMPLETE
31,0.03079625591635704,2026-08-05 23:53:45.897364,2026-08-05 23:53:47.147329,0 days 00:00:01.249965,16,0.41209490688678196,8,0.0004821266525841692,RMSprop,8,20,COMPLETE
32,0.0051306476816535,2026-08-05 23:53:47.147682,2026-08-05 23:53:50.832481,0 days 00:00:03.684799,16,0.37439741092203094,8,0.0007071981062400722,RMSprop,8,105,COMPLETE
33,0.008330793119966984,2026-08-05 23:53:50.832882,2026-08-05 23:53:53.841343,0 days 00:00:03.008461,16,0.3649869709036902,8,0.0007252625086878399,RMSprop,8,82,COMPLETE
34,0.007510904688388109,2026-08-05 23:53:53.841691,2026-08-05 23:53:56.665253,0 days 00:00:02.823562,8,0.44778115620239667,8,0.0008414227971849598,RMSprop,8,50,COMPLETE
35,0.00620571942999959,2026-08-05 23:53:56.665684,2026-08-05 23:54:01.800868,0 days 00:00:05.135184,16,0.370424581449095,8,0.0005947311396944299,Adam,8,150,COMPLETE
36,0.027293797582387924,2026-08-05 23:54:01.801253,2026-08-05 23:54:02.988339,0 days 00:00:01.187086,8,0.39795811580850904,4,0.0002774005946534131,RMSprop,32,16,COMPLETE
37,0.02761397324502468,2026-08-05 23:54:02.988706,2026-08-05 23:54:04.321586,0 days 00:00:01.332880,16,0.10229743840167344,8,0.0007030825191070507,RMSprop,32,21,COMPLETE
38,0.010048775002360344,2026-08-05 23:54:04.321943,2026-08-05 23:54:08.474121,0 days 00:00:04.152178,16,0.19862073077566447,4,0.00044212148192975876,Adam,8,150,COMPLETE
39,0.00631475867703557,2026-08-05 23:54:08.474520,2026-08-05 23:54:10.806535,0 days 00:00:02.332015,8,0.2611394134292976,13,0.0008833013124072596,RMSprop,32,27,COMPLETE
40,0.012109027244150639,2026-08-05 23:54:10.806920,2026-08-05 23:54:12.832219,0 days 00:00:02.025299,16,0.22604285192200388,4,0.0005673783534428285,RMSprop,8,58,COMPLETE
41,0.006241870578378439,2026-08-05 23:54:12.832603,2026-08-05 23:54:16.691812,0 days 00:00:03.859209,16,0.4077787384829982,8,0.00046059190357390395,RMSprop,8,114,COMPLETE
42,0.006458711344748735,2026-08-05 23:54:16.692187,2026-08-05 23:54:19.326138,0 days 00:00:02.633951,16,0.4306506075398242,8,0.000651329099076801,RMSprop,8,67,COMPLETE
43,0.006686635315418243,2026-08-05 23:54:19.326558,2026-08-05 23:54:21.953151,0 days 00:00:02.626593,16,0.382672711781324,8,0.00039648368122533536,RMSprop,8,68,COMPLETE
44,0.010599382221698761,2026-08-05 23:54:21.953558,2026-08-05 23:54:26.126219,0 days 00:00:04.172661,16,0.4236873948883751,8,0.0005233403585150386,RMSprop,8,126,COMPLETE
45,0.006439303979277611,2026-08-05 23:54:26.126590,2026-08-05 23:54:29.067116,0 days 00:00:02.940526,16,0.33141827655643713,8,0.0003266040721426471,RMSprop,8,80,COMPLETE
46,0.017597947269678116,2026-08-05 23:54:29.067549,2026-08-05 23:54:32.241270,0 days 00:00:03.173721,16,0.397439195414467,13,0.00038590779245602973,Adam,32,62,COMPLETE
47,0.005454410798847675,2026-08-05 23:54:32.241655,2026-08-05 23:54:35.238602,0 days 00:00:02.996947,16,0.29786287705694675,8,0.000770042714625714,RMSprop,8,81,COMPLETE
48,0.015584894455969334,2026-08-05 23:54:35.238966,2026-08-05 23:54:37.362258,0 days 00:00:02.123292,16,0.29448178237052264,4,0.0007500877428581846,RMSprop,32,62,COMPLETE
49,0.004744404461234808,2026-08-05 23:54:37.362658,2026-08-05 23:54:40.303566,0 days 00:00:02.940908,16,0.2435595666034316,13,0.0008960107283806722,RMSprop,8,64,COMPLETE
50,0.004543584771454334,2026-08-05 23:54:40.303935,2026-08-05 23:54:44.063474,0 days 00:00:03.759539,16,0.20909517910253872,13,0.0008712819326716438,RMSprop,8,90,COMPLETE
51,0.006833313032984734,2026-08-05 23:54:44.063827,2026-08-05 23:54:46.920470,0 days 00:00:02.856643,16,0.15852799588374358,13,0.0009008616524029876,RMSprop,8,63,COMPLETE
52,0.005787977483123541,2026-08-05 23:54:46.920815,2026-08-05 23:54:49.229472,0 days 00:00:02.308657,16,0.24241116748622762,13,0.0009041029018927787,RMSprop,8,47,COMPLETE
53,0.018462976440787315,2026-08-05 23:54:49.229835,2026-08-05 23:54:53.735336,0 days 00:00:04.505501,16,0.20994547763117,13,0.0006854946500876692,RMSprop,8,111,COMPLETE
54,0.004460332915186882,2026-08-05 23:54:53.735714,2026-08-05 23:54:57.388866,0 days 00:00:03.653152,16,0.16617745019244573,13,0.0008213132863925473,RMSprop,8,87,COMPLETE
55,0.016742553561925888,2026-08-05 23:54:57.389237,2026-08-05 23:55:00.192130,0 days 00:00:02.802893,16,0.17212103756378197,13,0.0008108826578690772,RMSprop,8,61,COMPLETE
56,0.012234806083142757,2026-08-05 23:55:00.192539,2026-08-05 23:55:03.509241,0 days 00:00:03.316702,16,0.20818881018304386,13,0.0009483122781376693,RMSprop,8,76,COMPLETE
57,0.01214628852903843,2026-08-05 23:55:03.509642,2026-08-05 23:55:09.260326,0 days 00:00:05.750684,16,0.24086089679325784,13,0.00022064178049110522,RMSprop,8,150,COMPLETE
58,0.021683795377612114,2026-08-05 23:55:09.260719,2026-08-05 23:55:18.030701,0 days 00:00:08.769982,8,0.13193085529962512,13,0.000640359681218629,Adam,8,150,COMPLETE
59,0.01148451492190361,2026-08-05 23:55:18.031106,2026-08-05 23:55:20.389461,0 days 00:00:02.358355,16,0.2579576683336001,13,0.00014400009972370187,RMSprop,32,44,COMPLETE
60,0.018686149269342422,2026-08-05 23:55:20.390032,2026-08-05 23:55:23.359776,0 days 00:00:02.969744,16,0.2791924858436659,13,0.0008069361418411072,RMSprop,8,66,COMPLETE
61,0.012246813625097275,2026-08-05 23:55:23.360173,2026-08-05 23:55:25.097960,0 days 00:00:01.737787,16,0.13612247459467502,13,0.0008696165584801895,RMSprop,8,30,COMPLETE
62,0.009573572315275669,2026-08-05 23:55:25.098334,2026-08-05 23:55:27.694104,0 days 00:00:02.595770,16,0.16271644214806616,13,0.0009937405607361044,RMSprop,16,55,COMPLETE
63,0.008023030124604702,2026-08-05 23:55:27.694457,2026-08-05 23:55:29.643906,0 days 00:00:01.949449,16,0.18101202609659423,13,0.0007416107810582641,RMSprop,32,34,COMPLETE
64,0.006794356275349855,2026-08-05 23:55:29.644258,2026-08-05 23:55:33.827209,0 days 00:00:04.182951,16,0.12247276316024255,13,0.0006876559913936074,RMSprop,8,102,COMPLETE
65,0.022958850488066673,2026-08-05 23:55:33.827571,2026-08-05 23:55:37.332970,0 days 00:00:03.505399,16,0.2186464880764303,13,0.0009213528510566484,RMSprop,16,81,COMPLETE
66,0.00948247965425253,2026-08-05 23:55:37.333347,2026-08-05 23:55:41.285854,0 days 00:00:03.952507,16,0.19365551474093884,13,0.0008385669468398789,RMSprop,8,97,COMPLETE
67,0.01027984730899334,2026-08-05 23:55:41.286244,2026-08-05 23:55:45.893731,0 days 00:00:04.607487,16,0.14601310538445147,13,0.0006072449243473319,RMSprop,8,115,COMPLETE
68,0.008373710326850414,2026-08-05 23:55:45.894135,2026-08-05 23:55:49.384835,0 days 00:00:03.490700,16,0.16872316101521306,13,0.0007813262468070647,Adam,32,73,COMPLETE
69,0.006562757305800915,2026-08-05 23:55:49.385216,2026-08-05 23:55:52.662654,0 days 00:00:03.277438,8,0.3737355704888981,13,0.0009254510720788019,RMSprop,16,48,COMPLETE
70,0.028599686920642853,2026-08-05 23:55:52.663006,2026-08-05 23:55:55.880273,0 days 00:00:03.217267,16,0.34911055351968034,4,0.0007131618609256121,RMSprop,8,111,COMPLETE
71,0.005308226216584444,2026-08-05 23:55:55.880657,2026-08-05 23:55:57.967740,0 days 00:00:02.087083,16,0.31621348998078286,8,0.0008307121674254478,RMSprop,8,49,COMPLETE
72,0.005940851289778948,2026-08-05 23:55:57.968126,2026-08-05 23:56:01.404537,0 days 00:00:03.436411,16,0.3131891421073155,8,0.0008395253011268865,RMSprop,8,98,COMPLETE
73,0.0044109271839261055,2026-08-05 23:56:01.404891,2026-08-05 23:56:04.553633,0 days 00:00:03.148742,16,0.3299431063136768,8,0.0007727508569702275,RMSprop,8,87,COMPLETE
74,0.005924149416387081,2026-08-05 23:56:04.554023,2026-08-05 23:56:07.399479,0 days 00:00:02.845456,16,0.3290087888356251,8,0.0007710741025012388,RMSprop,8,76,COMPLETE
