params_units,mean,std,min,count
8,0.011848739418201148,0.0063900244568187445,0.006440581753849983,20
16,0.010829634538435556,0.008883189444573886,0.004939728882163763,47
32,0.010057038278318942,0.0033029169547208843,0.006306677125394344,8
