dropout_bin,mean,std,min,count
0.10-0.20,0.03554595243185758,0.03171833091128864,0.009539788588881493,5
0.20-0.30,0.011179491137976156,0.004921734028136217,0.005381885915994644,17
0.30-0.40,0.011561476814283713,0.007506059826778723,0.004698716104030609,37
0.40-0.50,0.008561209833715111,0.0033287973993142805,0.0054913777858018875,16
