dropout_bin,mean,std,min,count
0.10-0.20,0.02061920310370624,0.014673213128967846,0.007547300774604082,6
0.20-0.30,0.01349616669176612,0.01128484438711347,0.004965205676853657,32
0.30-0.40,0.00996439618227834,0.0041803642164605775,0.004449421539902687,22
0.40-0.50,0.012446380717058976,0.007603085001066153,0.005131070502102375,15
