dropout_bin,mean,std,min,count
0.10-0.20,0.007086719718894788,0.003069153240946946,0.003908268641680479,7
0.20-0.30,0.005291631744642343,0.0031052839832664478,0.002829698147252202,14
0.30-0.40,0.004340406166323062,0.0014465818360259208,0.0026554532814770937,28
0.40-0.50,0.004272958039879226,0.0020660027933434182,0.002365747233852744,26
