params_lookback,mean,std,min,count
4,0.014245323112441434,0.006397415208128162,0.007960877381265163,9
8,0.00865893965390952,0.003749465323426113,0.004835755098611116,57
13,0.018091566395014524,0.013805408098306948,0.006813189946115017,9
