params_units,mean,std,min,count
8,0.03141255156420495,0.031192497826790483,0.0062651848420500755,23
16,0.029849729782558586,0.030879022709951246,0.005912940017879009,38
32,0.05956767472837653,0.07528797568086718,0.008575325831770897,14
