params_units,mean,std,min,count
8,0.010418016631673608,0.03952650281309721,0.0016084712697193027,45
16,0.005560572259128094,0.0021353029757970074,0.003344966797158122,9
32,0.004775395672324868,0.0030004967056760845,0.0020617994014173746,21
