fold,search,run,best_optimizer,n_test,RMSE,MAE,R2,best_val_loss,best_params,epochs,DM_stat,DM_pvalue,run_id,is_ensemble
fold1_ens,,,,40.0,0.1647140954474478,0.12669909073899763,-1.9321013948124817,,,,1.7567648809540222,0.0789578934177555,Ensemble,True
fold1_search10_ens,10.0,,,,0.2939481054351724,0.2395874769667267,-8.338105670487705,0.0056471088901162,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 32, 'dropout': 0.25860228497368215, 'lr': 0.0005572321678452419, 'batch': 16}",,4.3169991416222455,1.5816477322516675e-05,Ensemble,True
fold1_search10_run1,10.0,1.0,RMSprop,40.0,0.3398127257823944,0.271800696849823,-11.479487565589864,0.0056471088901162,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 32, 'dropout': 0.25860228497368215, 'lr': 0.0005572321678452419, 'batch': 16}",82.0,4.478263348831465,7.525273191033577e-06,,
fold1_search10_run10,10.0,10.0,RMSprop,40.0,0.3145481944084167,0.2515904307365417,-9.69281026346222,0.0056471088901162,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 32, 'dropout': 0.25860228497368215, 'lr': 0.0005572321678452419, 'batch': 16}",82.0,4.141589432736522,3.449073360584087e-05,,
fold1_search10_run2,10.0,2.0,RMSprop,40.0,0.2395246028900146,0.1966189593076706,-5.200371611198336,0.0056471088901162,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 32, 'dropout': 0.25860228497368215, 'lr': 0.0005572321678452419, 'batch': 16}",82.0,3.875753309587812,0.00010629533388506474,,
fold1_search10_run3,10.0,3.0,RMSprop,40.0,0.2340079098939895,0.1943398267030716,-4.9180488061161896,0.0056471088901162,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 32, 'dropout': 0.25860228497368215, 'lr': 0.0005572321678452419, 'batch': 16}",82.0,3.905373938619024,9.407979239406394e-05,,
fold1_search10_run4,10.0,4.0,RMSprop,40.0,0.3819632828235626,0.3253597617149353,-14.767423855294012,0.0056471088901162,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 32, 'dropout': 0.25860228497368215, 'lr': 0.0005572321678452419, 'batch': 16}",82.0,5.1874731177544415,2.1316668430415575e-07,,
fold1_search10_run5,10.0,5.0,RMSprop,40.0,0.1807029396295547,0.1399971395730972,-2.528969713584542,0.0056471088901162,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 32, 'dropout': 0.25860228497368215, 'lr': 0.0005572321678452419, 'batch': 16}",82.0,2.2660010727686895,0.023451317564706864,,
fold1_search10_run6,10.0,6.0,RMSprop,40.0,0.2887457013130188,0.2258689850568771,-8.010492857788824,0.0056471088901162,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 32, 'dropout': 0.25860228497368215, 'lr': 0.0005572321678452419, 'batch': 16}",82.0,3.742557456316514,0.0001821568650670624,,
fold1_search10_run7,10.0,7.0,RMSprop,40.0,0.3559505939483642,0.3116677701473236,-12.692946249154708,0.0056471088901162,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 32, 'dropout': 0.25860228497368215, 'lr': 0.0005572321678452419, 'batch': 16}",82.0,5.859807643851636,4.634036265827035e-09,,
fold1_search10_run8,10.0,8.0,RMSprop,40.0,0.3481446504592895,0.2883391678333282,-12.098962616692653,0.0056471088901162,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 32, 'dropout': 0.25860228497368215, 'lr': 0.0005572321678452419, 'batch': 16}",82.0,4.894536954323374,9.853746030241695e-07,,
fold1_search10_run9,10.0,9.0,RMSprop,40.0,0.3252252638339996,0.2542950510978699,-10.4310456427015,0.0056471088901162,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 32, 'dropout': 0.25860228497368215, 'lr': 0.0005572321678452419, 'batch': 16}",82.0,4.053901264896157,5.037048288247803e-05,,
fold1_search11_ens,11.0,,,,0.282862933012614,0.22577910931434086,-7.6470811331098485,0.0053887809626758,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 32, 'dropout': 0.22521961113972955, 'lr': 0.000991897469839355, 'batch': 16}",,3.9467827711425043,7.920836088137762e-05,Ensemble,True
fold1_search11_run1,11.0,1.0,RMSprop,40.0,0.2215687036514282,0.1705811321735382,-4.305597342214182,0.0053887809626758,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 32, 'dropout': 0.22521961113972955, 'lr': 0.000991897469839355, 'batch': 16}",60.0,3.132851532737118,0.0017311698528399422,,
fold1_search11_run10,11.0,10.0,RMSprop,40.0,0.3516623973846435,0.2892080843448639,-12.36501181271444,0.0053887809626758,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 32, 'dropout': 0.22521961113972955, 'lr': 0.000991897469839355, 'batch': 16}",60.0,4.425282782853699,9.631602991166943e-06,,
fold1_search11_run2,11.0,2.0,RMSprop,40.0,0.3149298131465912,0.2582130432128906,-9.71877222525752,0.0053887809626758,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 32, 'dropout': 0.22521961113972955, 'lr': 0.000991897469839355, 'batch': 16}",60.0,4.416661946548668,1.0023680836690474e-05,,
fold1_search11_run3,11.0,3.0,RMSprop,40.0,0.3563399016857147,0.2888177335262298,-12.72291639599766,0.0053887809626758,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 32, 'dropout': 0.22521961113972955, 'lr': 0.000991897469839355, 'batch': 16}",60.0,4.497159329568434,6.8867380957904345e-06,,
fold1_search11_run4,11.0,4.0,RMSprop,40.0,0.2855596542358398,0.2350546568632125,-7.812743607338332,0.0053887809626758,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 32, 'dropout': 0.22521961113972955, 'lr': 0.000991897469839355, 'batch': 16}",60.0,4.420760174411155,9.83542853316699e-06,,
fold1_search11_run5,11.0,5.0,RMSprop,40.0,0.2809949517250061,0.2194534838199615,-7.533251761546072,0.0053887809626758,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 32, 'dropout': 0.22521961113972955, 'lr': 0.000991897469839355, 'batch': 16}",60.0,3.962173972546181,7.427038842000577e-05,,
fold1_search11_run6,11.0,6.0,RMSprop,40.0,0.23483207821846,0.1874862611293792,-4.959808339169395,0.0053887809626758,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 32, 'dropout': 0.22521961113972955, 'lr': 0.000991897469839355, 'batch': 16}",60.0,3.454177993748245,0.0005519729410350394,,
fold1_search11_run7,11.0,7.0,RMSprop,40.0,0.361819177865982,0.2814078330993652,-13.148181882018193,0.0053887809626758,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 32, 'dropout': 0.22521961113972955, 'lr': 0.000991897469839355, 'batch': 16}",60.0,4.034784846263734,5.4652353376205554e-05,,
fold1_search11_run8,11.0,8.0,RMSprop,40.0,0.2031727582216262,0.1526732891798019,-3.461166219768998,0.0053887809626758,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 32, 'dropout': 0.22521961113972955, 'lr': 0.000991897469839355, 'batch': 16}",60.0,2.4635526878979834,0.013756767492735467,,
fold1_search11_run9,11.0,9.0,RMSprop,40.0,0.2599062621593475,0.2017606794834137,-6.300472626360792,0.0053887809626758,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 32, 'dropout': 0.22521961113972955, 'lr': 0.000991897469839355, 'batch': 16}",60.0,3.5216787083135705,0.00042882352407369595,,
fold1_search12_ens,12.0,,,,0.2298971780111717,0.18352835989792435,-4.711954430081101,0.005157558247447,"{'optimizer': 'Adam', 'lookback': 13, 'units': 16, 'dropout': 0.31612092973294853, 'lr': 0.0009822042703769786, 'batch': 8}",,3.485909288450054,0.0004904672907610763,Ensemble,True
fold1_search12_run1,12.0,1.0,Adam,40.0,0.2567040026187897,0.2055553942918777,-6.1216859894267515,0.005157558247447,"{'optimizer': 'Adam', 'lookback': 13, 'units': 16, 'dropout': 0.31612092973294853, 'lr': 0.0009822042703769786, 'batch': 8}",62.0,3.784836684088338,0.00015380955086286008,,
fold1_search12_run10,12.0,10.0,Adam,40.0,0.2050622105598449,0.1612906455993652,-3.544527311822341,0.005157558247447,"{'optimizer': 'Adam', 'lookback': 13, 'units': 16, 'dropout': 0.31612092973294853, 'lr': 0.0009822042703769786, 'batch': 8}",62.0,3.006067161969702,0.0026465053635986724,,
fold1_search12_run2,12.0,2.0,Adam,40.0,0.3536176085472107,0.3137040138244629,-12.514040126942982,0.005157558247447,"{'optimizer': 'Adam', 'lookback': 13, 'units': 16, 'dropout': 0.31612092973294853, 'lr': 0.0009822042703769786, 'batch': 8}",62.0,5.806111765890563,6.394028861933521e-09,,
fold1_search12_run3,12.0,3.0,Adam,40.0,0.2386925965547561,0.1977326869964599,-5.157371499097137,0.005157558247447,"{'optimizer': 'Adam', 'lookback': 13, 'units': 16, 'dropout': 0.31612092973294853, 'lr': 0.0009822042703769786, 'batch': 8}",62.0,3.9346121452003486,8.333115330194651e-05,,
fold1_search12_run4,12.0,4.0,Adam,40.0,0.243813157081604,0.2015241682529449,-5.424387558114275,0.005157558247447,"{'optimizer': 'Adam', 'lookback': 13, 'units': 16, 'dropout': 0.31612092973294853, 'lr': 0.0009822042703769786, 'batch': 8}",62.0,3.8854496054871954,0.00010214068005320875,,
fold1_search12_run5,12.0,5.0,Adam,40.0,0.2124486267566681,0.1670926511287689,-3.877814899475797,0.005157558247447,"{'optimizer': 'Adam', 'lookback': 13, 'units': 16, 'dropout': 0.31612092973294853, 'lr': 0.0009822042703769786, 'batch': 8}",62.0,2.990717474999324,0.002783228667001314,,
fold1_search12_run6,12.0,6.0,Adam,40.0,0.1665581911802292,0.1256360113620758,-1.9981226293201293,0.005157558247447,"{'optimizer': 'Adam', 'lookback': 13, 'units': 16, 'dropout': 0.31612092973294853, 'lr': 0.0009822042703769786, 'batch': 8}",62.0,1.8308426881248159,0.06712402668197948,,
