fold,search,run,best_optimizer,n_test,RMSE,MAE,R2,best_val_loss,best_params,epochs,DM_stat,DM_pvalue,run_id,is_ensemble
fold4_search11_ens,11.0,,,,0.06685319528744055,0.053379593947765556,-0.1156286948713432,0.0017897377256304,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 8, 'dropout': 0.40900569093007055, 'lr': 0.0005172728462455293, 'batch': 8}",,2.2856787088250345,0.022273061733229627,Ensemble,True
fold4_search11_run1,11.0,1.0,RMSprop,48.0,0.0678012818098068,0.0525459200143814,-0.1474959123586665,0.0017897377256304,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 8, 'dropout': 0.40900569093007055, 'lr': 0.0005172728462455293, 'batch': 8}",38.0,1.3489195155877194,0.17736281907320905,,
fold4_search11_run10,11.0,10.0,RMSprop,48.0,0.0694749802350997,0.0548416972160339,-0.204847658964077,0.0017897377256304,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 8, 'dropout': 0.40900569093007055, 'lr': 0.0005172728462455293, 'batch': 8}",38.0,1.985258423851025,0.04711572716250645,,
fold4_search11_run2,11.0,2.0,RMSprop,48.0,0.0836437717080116,0.0645265504717826,-0.7463951326908862,0.0017897377256304,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 8, 'dropout': 0.40900569093007055, 'lr': 0.0005172728462455293, 'batch': 8}",38.0,2.6517337838768147,0.00800796534111936,,
fold4_search11_run3,11.0,3.0,RMSprop,48.0,0.0640378817915916,0.0504455082118511,-0.0236447839503952,0.0017897377256304,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 8, 'dropout': 0.40900569093007055, 'lr': 0.0005172728462455293, 'batch': 8}",38.0,0.3874284083894585,0.6984390759363397,,
fold4_search11_run4,11.0,4.0,RMSprop,48.0,0.0756239965558052,0.061584323644638,-0.4275608661044721,0.0017897377256304,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 8, 'dropout': 0.40900569093007055, 'lr': 0.0005172728462455293, 'batch': 8}",38.0,2.3540662241307366,0.01856930251046718,,
fold4_search11_run5,11.0,5.0,RMSprop,48.0,0.0689765661954879,0.0538119785487651,-0.1876227381757627,0.0017897377256304,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 8, 'dropout': 0.40900569093007055, 'lr': 0.0005172728462455293, 'batch': 8}",38.0,1.8594963261854611,0.06295681951599419,,
fold4_search11_run6,11.0,6.0,RMSprop,48.0,0.0664062425494194,0.0537868998944759,-0.1007611745416114,0.0017897377256304,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 8, 'dropout': 0.40900569093007055, 'lr': 0.0005172728462455293, 'batch': 8}",38.0,1.3186985999800702,0.18726989502252644,,
fold4_search11_run7,11.0,7.0,RMSprop,48.0,0.0781233608722686,0.0595973990857601,-0.5234815010249565,0.0017897377256304,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 8, 'dropout': 0.40900569093007055, 'lr': 0.0005172728462455293, 'batch': 8}",38.0,1.7145068542473776,0.0864356793323866,,
fold4_search11_run8,11.0,8.0,RMSprop,48.0,0.0718270540237426,0.0587244369089603,-0.2878090614231547,0.0017897377256304,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 8, 'dropout': 0.40900569093007055, 'lr': 0.0005172728462455293, 'batch': 8}",38.0,1.5805505840302567,0.1139808322810123,,
fold4_search11_run9,11.0,9.0,RMSprop,48.0,0.0857325494289398,0.0638739690184593,-0.8347075090860812,0.0017897377256304,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 8, 'dropout': 0.40900569093007055, 'lr': 0.0005172728462455293, 'batch': 8}",38.0,2.6136742254453083,0.008957440075272771,,
fold4_search12_ens,12.0,,,,0.06979715265573828,0.0561562004139727,-0.21604808876123682,0.0017067362787202,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 16, 'dropout': 0.3884027230409628, 'lr': 0.0005688471905372607, 'batch': 16}",,2.6670348606103076,0.007652373387728284,Ensemble,True
fold4_search12_run1,12.0,1.0,RMSprop,48.0,0.0716795623302459,0.0591518990695476,-0.2825256984309354,0.0017067362787202,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 16, 'dropout': 0.3884027230409628, 'lr': 0.0005688471905372607, 'batch': 16}",66.0,3.2246908863793022,0.001261087529868421,,
fold4_search12_run10,12.0,10.0,RMSprop,48.0,0.0726354420185089,0.0577542819082737,-0.3169599417266888,0.0017067362787202,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 16, 'dropout': 0.3884027230409628, 'lr': 0.0005688471905372607, 'batch': 16}",66.0,2.716923085939477,0.0065891918250848835,,
fold4_search12_run2,12.0,2.0,RMSprop,48.0,0.0721484795212745,0.0563860423862934,-0.2993605147938172,0.0017067362787202,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 16, 'dropout': 0.3884027230409628, 'lr': 0.0005688471905372607, 'batch': 16}",66.0,2.7964057020609827,0.005167448809706654,,
fold4_search12_run3,12.0,3.0,RMSprop,48.0,0.0708574503660202,0.0545490868389606,-0.253274967276142,0.0017067362787202,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 16, 'dropout': 0.3884027230409628, 'lr': 0.0005688471905372607, 'batch': 16}",66.0,1.8352384980224992,0.06647035924905875,,
fold4_search12_run4,12.0,4.0,RMSprop,48.0,0.0714381113648414,0.0556239672005176,-0.2738999088293758,0.0017067362787202,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 16, 'dropout': 0.3884027230409628, 'lr': 0.0005688471905372607, 'batch': 16}",66.0,2.3224009257615266,0.02021135756106829,,
fold4_search12_run5,12.0,5.0,RMSprop,48.0,0.0683601647615432,0.0545825697481632,-0.1664914280161971,0.0017067362787202,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 16, 'dropout': 0.3884027230409628, 'lr': 0.0005688471905372607, 'batch': 16}",66.0,1.6492407410494367,0.09909832448419431,,
fold4_search12_run6,12.0,6.0,RMSprop,48.0,0.0826265588402748,0.0684400722384452,-0.7041768911878616,0.0017067362787202,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 16, 'dropout': 0.3884027230409628, 'lr': 0.0005688471905372607, 'batch': 16}",66.0,3.821236234827197,0.00013278438121133718,,
fold4_search12_run7,12.0,7.0,RMSprop,48.0,0.0753578394651413,0.0590000636875629,-0.4175298473834123,0.0017067362787202,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 16, 'dropout': 0.3884027230409628, 'lr': 0.0005688471905372607, 'batch': 16}",66.0,2.7968103417149974,0.005160981906159545,,
fold4_search12_run8,12.0,8.0,RMSprop,48.0,0.0771799981594085,0.0619979612529277,-0.4869106765660711,0.0017067362787202,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 16, 'dropout': 0.3884027230409628, 'lr': 0.0005688471905372607, 'batch': 16}",66.0,2.6570589901714734,0.007882564864144959,,
fold4_search12_run9,12.0,9.0,RMSprop,48.0,0.0705789923667907,0.0549853257834911,-0.2434440490292901,0.0017067362787202,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 16, 'dropout': 0.3884027230409628, 'lr': 0.0005688471905372607, 'batch': 16}",66.0,1.6828967171966636,0.09239508721752743,,
fold4_search13_ens,13.0,,,,0.06949262553836678,0.05550180671790391,-0.20545992729421458,0.0023657472338527,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 8, 'dropout': 0.40548907372857834, 'lr': 0.0009865400990015135, 'batch': 8}",,2.8331135692212177,0.004609700533882544,Ensemble,True
fold4_search13_run1,13.0,1.0,RMSprop,48.0,0.0731643959879875,0.0586334057152271,-0.3362105571600926,0.0023657472338527,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 8, 'dropout': 0.40548907372857834, 'lr': 0.0009865400990015135, 'batch': 8}",54.0,2.335045360742851,0.019541051210561378,,
fold4_search13_run10,13.0,10.0,RMSprop,48.0,0.0742218643426895,0.0592194907367229,-0.3751151984014356,0.0023657472338527,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 8, 'dropout': 0.40548907372857834, 'lr': 0.0009865400990015135, 'batch': 8}",54.0,2.6175958476400907,0.008855161549080393,,
fold4_search13_run2,13.0,2.0,RMSprop,48.0,0.0711962953209877,0.0567594282329082,-0.2652901906863651,0.0023657472338527,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 8, 'dropout': 0.40548907372857834, 'lr': 0.0009865400990015135, 'batch': 8}",54.0,3.243959073232249,0.0011788068258782314,,
fold4_search13_run3,13.0,3.0,RMSprop,48.0,0.0772643759846687,0.0619955360889434,-0.4901634918923345,0.0023657472338527,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 8, 'dropout': 0.40548907372857834, 'lr': 0.0009865400990015135, 'batch': 8}",54.0,2.6770347250300817,0.007427693633091481,,
fold4_search13_run4,13.0,4.0,RMSprop,48.0,0.0729468837380409,0.0580897070467472,-0.3282776442725932,0.0023657472338527,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 8, 'dropout': 0.40548907372857834, 'lr': 0.0009865400990015135, 'batch': 8}",54.0,2.7261584491272526,0.0064076230405114565,,
fold4_search13_run5,13.0,5.0,RMSprop,48.0,0.0704421922564506,0.058216243982315,-0.238628308260798,0.0023657472338527,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 8, 'dropout': 0.40548907372857834, 'lr': 0.0009865400990015135, 'batch': 8}",54.0,2.191959303162069,0.028382445345562557,,
fold4_search13_run6,13.0,6.0,RMSprop,48.0,0.0640310570597648,0.0492857210338115,-0.0234265123359789,0.0023657472338527,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 8, 'dropout': 0.40548907372857834, 'lr': 0.0009865400990015135, 'batch': 8}",54.0,0.3338808647994815,0.7384694597099566,,
fold4_search13_run7,13.0,7.0,RMSprop,48.0,0.0772621184587478,0.0619147270917892,-0.4900766996689187,0.0023657472338527,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 8, 'dropout': 0.40548907372857834, 'lr': 0.0009865400990015135, 'batch': 8}",54.0,3.327729938946182,0.0008755669943594224,,
fold4_search13_run8,13.0,8.0,RMSprop,48.0,0.0802866443991661,0.061461865901947,-0.609021906438306,0.0023657472338527,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 8, 'dropout': 0.40548907372857834, 'lr': 0.0009865400990015135, 'batch': 8}",54.0,2.9988083348492944,0.002710377522433971,,
fold4_search13_run9,13.0,9.0,RMSprop,48.0,0.079884298145771,0.0659248530864715,-0.5929354713359813,0.0023657472338527,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 8, 'dropout': 0.40548907372857834, 'lr': 0.0009865400990015135, 'batch': 8}",54.0,4.33271118944076,1.4728426649845971e-05,,
fold4_search14_ens,14.0,,,,0.0676809223200021,0.05416512279640965,-0.1434255018150532,0.0017598011763766,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 8, 'dropout': 0.4065819658572181, 'lr': 0.0008024872406076412, 'batch': 8}",,2.3399666043334544,0.019285464281584064,Ensemble,True
fold4_search14_run1,14.0,1.0,RMSprop,48.0,0.0705238208174705,0.0565895438194274,-0.2415007670047935,0.0017598011763766,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 8, 'dropout': 0.4065819658572181, 'lr': 0.0008024872406076412, 'batch': 8}",40.0,1.7556418921373085,0.07914957442806059,,
fold4_search14_run10,14.0,10.0,RMSprop,48.0,0.0846438556909561,0.0675196573138237,-0.7884064542754292,0.0017598011763766,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 8, 'dropout': 0.4065819658572181, 'lr': 0.0008024872406076412, 'batch': 8}",40.0,2.6610098556308284,0.007790667669570928,,
fold4_search14_run2,14.0,2.0,RMSprop,48.0,0.0792965963482856,0.0650280192494392,-0.5695834146654861,0.0017598011763766,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 8, 'dropout': 0.4065819658572181, 'lr': 0.0008024872406076412, 'batch': 8}",40.0,2.909272924193981,0.0036227045103978117,,
fold4_search14_run3,14.0,3.0,RMSprop,48.0,0.0728706642985344,0.0563520677387714,-0.3255032312591144,0.0017598011763766,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 8, 'dropout': 0.4065819658572181, 'lr': 0.0008024872406076412, 'batch': 8}",40.0,2.235571512370759,0.025379852393564883,,
fold4_search14_run4,14.0,4.0,RMSprop,48.0,0.0828252881765365,0.0660038962960243,-0.7123844416265652,0.0017598011763766,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 8, 'dropout': 0.4065819658572181, 'lr': 0.0008024872406076412, 'batch': 8}",40.0,2.9736112530104033,0.0029431769085197512,,
fold4_search14_run5,14.0,5.0,RMSprop,48.0,0.0668184831738472,0.0547368675470352,-0.1144705077261192,0.0017598011763766,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 8, 'dropout': 0.4065819658572181, 'lr': 0.0008024872406076412, 'batch': 8}",40.0,1.4725627532634231,0.14086897433941958,,
fold4_search14_run6,14.0,6.0,RMSprop,48.0,0.0729966610670089,0.0564259700477123,-0.3300907941508937,0.0017598011763766,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 8, 'dropout': 0.4065819658572181, 'lr': 0.0008024872406076412, 'batch': 8}",40.0,2.757576884956335,0.0058231517433520175,,
fold4_search14_run7,14.0,7.0,RMSprop,48.0,0.0702844634652137,0.0564765818417072,-0.23308792687562,0.0017598011763766,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 8, 'dropout': 0.4065819658572181, 'lr': 0.0008024872406076412, 'batch': 8}",40.0,2.8296246436426506,0.004660264328984143,,
fold4_search14_run8,14.0,8.0,RMSprop,48.0,0.0709573477506637,0.0580551326274871,-0.2568113946160861,0.0017598011763766,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 8, 'dropout': 0.4065819658572181, 'lr': 0.0008024872406076412, 'batch': 8}",40.0,2.4254034935789024,0.015291380733059246,,
fold4_search14_run9,14.0,9.0,RMSprop,48.0,0.0673773363232612,0.052218522876501,-0.1331907717071239,0.0017598011763766,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 8, 'dropout': 0.4065819658572181, 'lr': 0.0008024872406076412, 'batch': 8}",40.0,1.0572826743915185,0.2903825980084418,,
fold4_search15_ens,15.0,,,,0.07880988353351194,0.06441726956815531,-0.5503748283921202,0.0025613447651267,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 16, 'dropout': 0.43635840939112175, 'lr': 0.000998230194546939, 'batch': 8}",,2.8810844962252955,0.0039630938108230485,Ensemble,True
fold4_search15_run1,15.0,1.0,RMSprop,48.0,0.0894118398427963,0.0740233957767486,-0.9955629160793408,0.0025613447651267,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 16, 'dropout': 0.43635840939112175, 'lr': 0.000998230194546939, 'batch': 8}",55.0,3.744809768311208,0.00018053051151434296,,
fold4_search15_run10,15.0,10.0,RMSprop,48.0,0.09463682025671,0.0771808996796608,-1.2356079709998844,0.0025613447651267,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 16, 'dropout': 0.43635840939112175, 'lr': 0.000998230194546939, 'batch': 8}",55.0,3.6165757872914144,0.000298525941691441,,
fold4_search15_run2,15.0,2.0,RMSprop,48.0,0.0889350473880767,0.0706156715750694,-0.9743364709471528,0.0025613447651267,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 16, 'dropout': 0.43635840939112175, 'lr': 0.000998230194546939, 'batch': 8}",55.0,3.1239916946980726,0.0017841549269639323,,
fold4_search15_run3,15.0,3.0,RMSprop,48.0,0.0846964493393898,0.0669350996613502,-0.790629770446895,0.0025613447651267,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 16, 'dropout': 0.43635840939112175, 'lr': 0.000998230194546939, 'batch': 8}",55.0,3.315319443417985,0.0009153845415770245,,
fold4_search15_run4,15.0,4.0,RMSprop,48.0,0.0711210072040557,0.057290181517601,-0.2626155924199977,0.0025613447651267,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 16, 'dropout': 0.43635840939112175, 'lr': 0.000998230194546939, 'batch': 8}",55.0,1.5829495633151214,0.11343296066199882,,
fold4_search15_run5,15.0,5.0,RMSprop,48.0,0.0723921880125999,0.0571760945022106,-0.3081536132682272,0.0025613447651267,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 16, 'dropout': 0.43635840939112175, 'lr': 0.000998230194546939, 'batch': 8}",55.0,2.146802928380487,0.031808974115806965,,
fold4_search15_run6,15.0,6.0,RMSprop,48.0,0.102694995701313,0.0855863988399505,-1.6325332575071472,0.0025613447651267,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 16, 'dropout': 0.43635840939112175, 'lr': 0.000998230194546939, 'batch': 8}",55.0,3.971938022963806,7.129026969709962e-05,,
fold4_search15_run7,15.0,7.0,RMSprop,48.0,0.0732095837593078,0.0574933141469955,-0.3378618676048994,0.0025613447651267,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 16, 'dropout': 0.43635840939112175, 'lr': 0.000998230194546939, 'batch': 8}",55.0,3.2218703103124677,0.001273567678520493,,
fold4_search15_run8,15.0,8.0,RMSprop,48.0,0.100603312253952,0.0844864621758461,-1.5263871458332536,0.0025613447651267,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 16, 'dropout': 0.43635840939112175, 'lr': 0.000998230194546939, 'batch': 8}",55.0,3.945972437423622,7.947675658259712e-05,,
fold4_search15_run9,15.0,9.0,RMSprop,48.0,0.080100417137146,0.0626430585980415,-0.6015660941894123,0.0025613447651267,"{'optimizer': 'RMSprop', 'lookback': 13, 'units': 16, 'dropout': 0.43635840939112175, 'lr': 0.000998230194546939, 'batch': 8}",55.0,2.667110297297929,0.007650655897066594,,
fold4_search16_ens,16.0,,,,0.07059663329709592,0.05579590828005704,-0.10648253754462966,0.0025447141379117,"{'optimizer': 'Adam', 'lookback': 8, 'units': 16, 'dropout': 0.40047461722120314, 'lr': 0.0009412256209571432, 'batch': 8}",,1.4518758460184213,0.1465361297457135,Ensemble,True
fold4_search16_run1,16.0,1.0,Adam,53.0,0.0755214914679527,0.0596667565405368,-0.2662448764699361,0.0025447141379117,"{'optimizer': 'Adam', 'lookback': 8, 'units': 16, 'dropout': 0.40047461722120314, 'lr': 0.0009412256209571432, 'batch': 8}",48.0,1.4407442857965775,0.14965693860520246,,
fold4_search16_run10,16.0,10.0,Adam,53.0,0.0706457048654556,0.0589052140712738,-0.1080212356021672,0.0025447141379117,"{'optimizer': 'Adam', 'lookback': 8, 'units': 16, 'dropout': 0.40047461722120314, 'lr': 0.0009412256209571432, 'batch': 8}",48.0,1.3167691032408113,0.18791603231017717,,
fold4_search16_run2,16.0,2.0,Adam,53.0,0.0807453915476799,0.0651249438524246,-0.4474783012048697,0.0025447141379117,"{'optimizer': 'Adam', 'lookback': 8, 'units': 16, 'dropout': 0.40047461722120314, 'lr': 0.0009412256209571432, 'batch': 8}",48.0,2.969038794419039,0.002987328792271926,,
fold4_search16_run3,16.0,3.0,Adam,53.0,0.0690569132566452,0.0550720691680908,-0.0587439377289258,0.0025447141379117,"{'optimizer': 'Adam', 'lookback': 8, 'units': 16, 'dropout': 0.40047461722120314, 'lr': 0.0009412256209571432, 'batch': 8}",48.0,1.0739449133135388,0.2828473717970461,,
fold4_search16_run4,16.0,4.0,Adam,53.0,0.075201041996479,0.0581457391381263,-0.255521965591766,0.0025447141379117,"{'optimizer': 'Adam', 'lookback': 8, 'units': 16, 'dropout': 0.40047461722120314, 'lr': 0.0009412256209571432, 'batch': 8}",48.0,2.155581057149968,0.03111639301855429,,
fold4_search16_run5,16.0,5.0,Adam,53.0,0.0759184882044792,0.0600183233618736,-0.2795924379918848,0.0025447141379117,"{'optimizer': 'Adam', 'lookback': 8, 'units': 16, 'dropout': 0.40047461722120314, 'lr': 0.0009412256209571432, 'batch': 8}",48.0,1.9947594611447226,0.04606912072387126,,
fold4_search16_run6,16.0,6.0,Adam,53.0,0.0772240757942199,0.06005484983325,-0.3239819394814143,0.0025447141379117,"{'optimizer': 'Adam', 'lookback': 8, 'units': 16, 'dropout': 0.40047461722120314, 'lr': 0.0009412256209571432, 'batch': 8}",48.0,2.598803232066003,0.009354937997279933,,
fold4_search16_run7,16.0,7.0,Adam,53.0,0.0734496861696243,0.0591778606176376,-0.1977233281424346,0.0025447141379117,"{'optimizer': 'Adam', 'lookback': 8, 'units': 16, 'dropout': 0.40047461722120314, 'lr': 0.0009412256209571432, 'batch': 8}",48.0,2.072597943069378,0.038209712637136795,,
fold4_search16_run8,16.0,8.0,Adam,53.0,0.0782027244567871,0.0589089021086692,-0.3577517203071763,0.0025447141379117,"{'optimizer': 'Adam', 'lookback': 8, 'units': 16, 'dropout': 0.40047461722120314, 'lr': 0.0009412256209571432, 'batch': 8}",48.0,2.0647533124285187,0.03894634741104941,,
fold4_search16_run9,16.0,9.0,Adam,53.0,0.0703714713454246,0.0551181063055992,-0.0994357394280078,0.0025447141379117,"{'optimizer': 'Adam', 'lookback': 8, 'units': 16, 'dropout': 0.40047461722120314, 'lr': 0.0009412256209571432, 'batch': 8}",48.0,0.5927404705635052,0.5533548525238163,,
fold4_search17_ens,17.0,,,,0.07689439866769036,0.06202150763546571,-0.47592655689256635,0.0022981925867497,"{'optimizer': 'Adam', 'lookback': 13, 'units': 32, 'dropout': 0.36142434592946876, 'lr': 0.0005670228232952138, 'batch': 8}",,2.885421548339131,0.003908898708373965,Ensemble,True
fold4_search17_run1,17.0,1.0,Adam,48.0,0.0803550705313682,0.0667801350355148,-0.6117659701151468,0.0022981925867497,"{'optimizer': 'Adam', 'lookback': 13, 'units': 32, 'dropout': 0.36142434592946876, 'lr': 0.0005670228232952138, 'batch': 8}",29.0,2.860196615973464,0.004233784295685217,,
fold4_search17_run10,17.0,10.0,Adam,48.0,0.0872389450669288,0.0706871226429939,-0.8997487692270367,0.0022981925867497,"{'optimizer': 'Adam', 'lookback': 13, 'units': 32, 'dropout': 0.36142434592946876, 'lr': 0.0005670228232952138, 'batch': 8}",29.0,3.5216878199906176,0.00042880878658935195,,
fold4_search17_run2,17.0,2.0,Adam,48.0,0.0730510503053665,0.0565630309283733,-0.3320737391928026,0.0022981925867497,"{'optimizer': 'Adam', 'lookback': 13, 'units': 32, 'dropout': 0.36142434592946876, 'lr': 0.0005670228232952138, 'batch': 8}",29.0,2.2131911025835422,0.026884473257520636,,
fold4_search17_run3,17.0,3.0,Adam,48.0,0.0961737632751464,0.0757730230689048,-1.308811890887001,0.0022981925867497,"{'optimizer': 'Adam', 'lookback': 13, 'units': 32, 'dropout': 0.36142434592946876, 'lr': 0.0005670228232952138, 'batch': 8}",29.0,2.3113618742623956,0.020812874993012986,,
fold4_search17_run4,17.0,4.0,Adam,48.0,0.0856549814343452,0.0662170574069023,-0.8313888744645896,0.0022981925867497,"{'optimizer': 'Adam', 'lookback': 13, 'units': 32, 'dropout': 0.36142434592946876, 'lr': 0.0005670228232952138, 'batch': 8}",29.0,2.6844362561433965,0.007265223604058901,,
fold4_search17_run5,17.0,5.0,Adam,48.0,0.0839024186134338,0.0668533965945243,-0.7572128415477057,0.0022981925867497,"{'optimizer': 'Adam', 'lookback': 13, 'units': 32, 'dropout': 0.36142434592946876, 'lr': 0.0005670228232952138, 'batch': 8}",29.0,2.733681983176841,0.006263050277371063,,
fold4_search17_run6,17.0,6.0,Adam,48.0,0.0844305902719497,0.0683464184403419,-0.7794055316910542,0.0022981925867497,"{'optimizer': 'Adam', 'lookback': 13, 'units': 32, 'dropout': 0.36142434592946876, 'lr': 0.0005670228232952138, 'batch': 8}",29.0,4.0117526566452115,6.0269628175291245e-05,,
fold4_search17_run7,17.0,7.0,Adam,48.0,0.1282520145177841,0.1018458008766174,-3.105855751609396,0.0022981925867497,"{'optimizer': 'Adam', 'lookback': 13, 'units': 32, 'dropout': 0.36142434592946876, 'lr': 0.0005670228232952138, 'batch': 8}",29.0,4.0600933373959744,4.905310288005893e-05,,
