fold,search,run,best_optimizer,n_test,RMSE,MAE,R2,best_val_loss,best_params,epochs,DM_stat,DM_pvalue,run_id,is_ensemble
fold3_ens,,,,39.0,0.06152165377734885,0.04636435571916142,-0.2976100778122417,,,,0.7263016453973495,0.4676538708959095,Ensemble,True
fold3_search10_ens,10.0,,,,0.08110753844785888,0.0598296782421126,-1.255332869186899,0.0045460541732609,"{'optimizer': 'Adam', 'lookback': 13, 'units': 32, 'dropout': 0.28895112700953474, 'lr': 0.00031908293145863287, 'batch': 8}",,2.168685242684814,0.030106588519409838,Ensemble,True
fold3_search10_run1,10.0,1.0,Adam,39.0,0.108210265636444,0.0930631905794143,-3.0144411779802605,0.0045460541732609,"{'optimizer': 'Adam', 'lookback': 13, 'units': 32, 'dropout': 0.28895112700953474, 'lr': 0.00031908293145863287, 'batch': 8}",144.0,3.974479611726773,7.053330363926413e-05,,
fold3_search10_run10,10.0,10.0,Adam,39.0,0.0974436402320861,0.0686250030994415,-2.2553313113851337,0.0045460541732609,"{'optimizer': 'Adam', 'lookback': 13, 'units': 32, 'dropout': 0.28895112700953474, 'lr': 0.00031908293145863287, 'batch': 8}",144.0,2.3965745825847202,0.01654912514527984,,
fold3_search10_run2,10.0,2.0,Adam,39.0,0.0822383612394332,0.065665565431118,-1.318660515806172,0.0045460541732609,"{'optimizer': 'Adam', 'lookback': 13, 'units': 32, 'dropout': 0.28895112700953474, 'lr': 0.00031908293145863287, 'batch': 8}",144.0,2.0193148629770286,0.043454504043236586,,
fold3_search10_run3,10.0,3.0,Adam,39.0,0.0787609741091728,0.0599980764091014,-1.126720274438049,0.0045460541732609,"{'optimizer': 'Adam', 'lookback': 13, 'units': 32, 'dropout': 0.28895112700953474, 'lr': 0.00031908293145863287, 'batch': 8}",144.0,2.3343370351150723,0.019578080942644238,,
fold3_search10_run4,10.0,4.0,Adam,39.0,0.1266169548034668,0.0981709137558937,-4.496319327052071,0.0045460541732609,"{'optimizer': 'Adam', 'lookback': 13, 'units': 32, 'dropout': 0.28895112700953474, 'lr': 0.00031908293145863287, 'batch': 8}",144.0,3.6674018746733914,0.0002450275333527596,,
fold3_search10_run5,10.0,5.0,Adam,39.0,0.1143441945314407,0.0899872556328773,-3.4824609443522965,0.0045460541732609,"{'optimizer': 'Adam', 'lookback': 13, 'units': 32, 'dropout': 0.28895112700953474, 'lr': 0.00031908293145863287, 'batch': 8}",144.0,3.089326057919423,0.00200611139166873,,
fold3_search10_run6,10.0,6.0,Adam,39.0,0.1979431957006454,0.1617728471755981,-12.432887791438803,0.0045460541732609,"{'optimizer': 'Adam', 'lookback': 13, 'units': 32, 'dropout': 0.28895112700953474, 'lr': 0.00031908293145863287, 'batch': 8}",144.0,4.843473183794796,1.2758894798459153e-06,,
fold3_search10_run7,10.0,7.0,Adam,39.0,0.1212073042988777,0.0944914072751998,-4.036696636734009,0.0045460541732609,"{'optimizer': 'Adam', 'lookback': 13, 'units': 32, 'dropout': 0.28895112700953474, 'lr': 0.00031908293145863287, 'batch': 8}",144.0,3.4154919687966743,0.000636669069004725,,
